,text,sentiment,user,retweets,likes,location,year,month,day,hour
221,installation     begun 500   ft   tall     mechanical   powered     day night   thermal   cycles   synchronized     solar   noon     symbol     long term   thinking   10000yearclock     coming   together   thx       genius     danny   hillis   zander   rose       whole   clock   team   enjoy     video,Posiitve,@JeffBezos,3406,10192,United Kingdom,2018,2,20,14
222,best     luck   spacex       falcon   heavy   launch   tomorrow     hoping       beautiful   nominal   flight   blueorigin   gradatimferociter,Posiitve,@JeffBezos,2298,22520,Papua New Guinea,2018,2,5,14
223,  stunning   perito   moreno   glacier     patagonia     sent   robotic   probes     every   planet       solar   system   earth       far     best   one     go     space     save     earth   blueorigin   noplanb   gradatimferociter,Posiitve,@JeffBezos,2773,13818,Kazakhstan,2018,2,3,14
224,wishing   best     luck   tonight       marvelous   mrs   maisel   rachel   brosnahan   kevin   bacon         whole   cast     crew       post     goldenglobes,Posiitve,@JeffBezos,271,2601,Serbia,2018,1,8,0
225,turns       amazon   fulfillment   center   associates     madrid     dance     one   got     big   surprise       end   love  ,Posiitve,@JeffBezos,689,3413,Zambia,2017,12,27,20
226,first   use       landing   pad   bot   blue2d2   blueorigin,Neutral,@JeffBezos,582,2703,Uruguay,2017,12,15,0
227,full   video     mannequin   skywalker   ride     space   unlike         able     get         seat       zero   gee   part       flight     ignore     pinging   sound           one       experiments       flight   newshepard   blueorigin   https piped video 6zjghik7_va,Neutral,@JeffBezos,674,2261,Uruguay,2017,12,15,0
228,newshepard       successful   first   flight     crew   capsule   2 0   today   complete     windows       instrumented   test   dummy         great   ride   blueorigin,Posiitve,@JeffBezos,1682,5591,Belgium,2017,12,13,3
229,      news   coming       aws   reinvent     week     hope       miss     one   set     guinness   world   record     largest   chicken   wing   eating   competition   nice,Posiitve,@JeffBezos,560,2326,Guatemala,2017,11,30,22
230,ten   years   ago   today     launched     first ever   kindle   happy   10th   birthday   amazonkindle     thank           kindle   readers     authors,Posiitve,@JeffBezos,1844,8781,New Zealand,2017,11,19,15
231,amazon   prime   heads     middle   earth   phx corporate ir net phoenix,Neutral,@JeffBezos,3034,7874,"Korea, South",2017,11,13,18
232,thank         boys       service   casey,Posiitve,@JeffBezos,105,983,Zimbabwe,2017,11,11,0
233,thank         17 500   veterans     military   spouses     working     amazon     set     goal   last   year     hire   25 000       leaders     2021         track     hire   even     veteransday,Posiitve,@JeffBezos,879,5076,Australia,2017,11,9,14
234,congrats       bestbuy   team       new   alexa   skill   customers       find     shop   best   buy   deals     alexa   nice,Posiitve,@JeffBezos,362,1727,Serbia,2017,11,3,18
235,    winner     best   news   website       washingtonpost       big   congrats       whole   team   dmna17,Posiitve,@JeffBezos,453,2670,Bolivia,2017,10,20,18
236,first   hotfire       4   engine       success   huge   kudos       whole   blueorigin   team       important   step   gradatimferociter,Posiitve,@JeffBezos,660,2815,Greece,2017,10,19,20
237,fun   day   christening   amazon   latest   wind   farm   renewableenergy,Posiitve,@JeffBezos,4164,15737,Ecuador,2017,10,19,13
238,long     favorite   novel   teaches   pain     regret     well       think     lived     congrats   mr   ishiguro     earned   nobelprize,Posiitve,@JeffBezos,584,3102,Bulgaria,2017,10,5,16
239,amazon   plane   packed     donation     critical   supplies   landed   earlier   today     san   juan   thank           amazonians     made     happen,Posiitve,@JeffBezos,3184,14807,Malaysia,2017,10,3,2
240,thoughts         affected     las   vegas     much   gratitude         police     good   samaritans     put     lives       line     help,Posiitve,@JeffBezos,359,2641,Japan,2017,10,2,20
241,future   engineer   9 year old   ryan   signs   amazon   gold   robot     helped   build     another   30   days   30   smiles   event   beatpediatriccancer   gogold,Posiitve,@JeffBezos,515,2882,United Kingdom,2017,9,22,19
242,amazon   supporting   30   days   30   smiles     accorg   today     surprise   visit     blueorigin   beatpediatriccancer,Posiitve,@JeffBezos,408,2264,Central African Republic,2017,9,14,0
243,alexa     made     new   friend   https www nytimes com 2017 08 30 technology amazon alexa microsoft cortana html,Neutral,@JeffBezos,1699,3897,Serbia,2017,8,30,14
245,  pleasure     host   secdef   james   mattis     amazon   hq     seattle   today,Posiitve,@JeffBezos,1010,4837,Latvia,2017,8,10,18
246,  happen       nicer   guy   congratulations   jeffreytambor,Posiitve,@JeffBezos,217,2016,Turkey,2017,8,9,16
247,awesome   good   luck     weekend   jimmyshane1,Posiitve,@JeffBezos,71,620,Malta,2017,8,5,0
248,incredible   turnout     see     first   booster   ever     fly     space     land   vertically   upon     earth   blueorigin   oshkosh,Posiitve,@JeffBezos,692,3288,Lithuania,2017,8,2,15
249,mike   collins   cracking   us       last   night,Neutral,@JeffBezos,141,1246,Kenya,2017,7,17,2
250,huge   thanks       whole   blueorigin   team   buzz,Posiitve,@JeffBezos,241,1660,Madagascar,2017,7,17,2
251,going     oshkosh   come   sit   inside   blueorigin   crew   capsule     enjoy     simulated   ride     space   eaa   osh17   https www eaa org en airventure eaa airventure news multimedia eaa airventure news eaa airventure oshkosh 07 10 2017 blue origin bring reusable rocket crew capsule airventure 2017,Neutral,@JeffBezos,470,1981,Israel,2017,7,10,18
252,      gigantic   compliment       teams   best     luck   haggler       continuing   adventures   customerobsession   https www nytimes com 2017 06 22 insider haggler retires reasons irate customer never end html,Posiitve,@JeffBezos,212,1026,Turkey,2017,7,6,2
253,terrific   meeting     narendramodi   always   impressed   energized     optimism     invention     india   excited     keep   investing     growing,Posiitve,@JeffBezos,3206,7676,"Korea, North",2017,6,25,18
254,amazing     share     moment       blueorigin   team       family,Posiitve,@JeffBezos,159,1099,Japan,2017,6,19,14
255,          dad         lucky   son     love     dad   fathersday,Posiitve,@JeffBezos,152,2804,Singapore,2017,6,18,22
256,flipping   pancakes   lego   saturn   v   wonder   woman   matinee   love       dad   fathersday,Posiitve,@JeffBezos,184,2531,Jamaica,2017,6,18,22
257,request     ideas,Neutral,@JeffBezos,8419,19777,Bulgaria,2017,6,15,18
258,rooftop   solar   panels       1   million square foot   fulfillment   center     baltimore     live   50   solar   fcs     come   online     2020,Neutral,@JeffBezos,619,2781,Hungary,2017,6,14,15
259,congrats     jeff       long term   leadership   john       size   20   shoes     fill   ge   remains     american   gem   https www washingtonpost com business ge ceo immelt stepping flannery take role 2017 06 12 13d2e08e 4f63 11e7 b74e 0d2785d3083d_story html,Posiitve,@JeffBezos,190,910,Thailand,2017,6,12,18
260,super   fun   morning   talking   rockets         cool   group     students   great   questions   thx         students       museumofflight,Posiitve,@JeffBezos,143,980,Laos,2017,5,20,18
261,      lottery       mom   thanks     literally   everything   mom,Posiitve,@JeffBezos,388,4629,Honduras,2017,5,14,21
262,first   plant       ground     thespheres   39 999     go   public   tours   start   2018,Neutral,@JeffBezos,519,1994,Panama,2017,5,5,0
263,thanks   therealbuzz     cute   little   guy       future,Posiitve,@JeffBezos,99,807,Dominican Republic,2017,4,1,23
264,  parents   rock   geekwire com 2017 bezos fami,Posiitve,@JeffBezos,327,2033,Slovakia,2017,3,30,18
265,impossible     express     personally   meaningful         dream   huge   kudos     blueorigin   team     worked     hard   https naa aero userfiles files documents press 20releases collier 20trophy 202016 pdf,Posiitve,@JeffBezos,288,1273,Bosnia and Herzegovina,2017,3,29,22
266,    got     pilot     awesome     huge   robot   thanks     hankook   mirae   technology   nice   mars2017,Posiitve,@JeffBezos,2002,5184,Norway,2017,3,20,5
267,thanks   la   times     choosing   wapo   arc   publishing       digital   platform     kudos     tech   team       post   wapo st latimes,Neutral,@JeffBezos,116,502,Turkey,2017,3,13,17
268,ok   definitely   want     buy     bottle    ,Posiitve,@JeffBezos,204,1175,Netherlands,2017,3,10,15
269,adding       newglenn   launch   manifest   agreement     oneweb     five   launches   initially   happy     work       greg_wyler,Posiitve,@JeffBezos,219,898,Thailand,2017,3,8,13
270,excited     announce       signed     1st   newglenn   customer   welcome       launch   manifest   eutelsat_sa,Posiitve,@JeffBezos,269,1061,Taiwan,2017,3,7,13
271,  one     shot     4       transport   cradle,Neutral,@JeffBezos,537,1823,Czech Republic,2017,3,6,13
272,1st   4   engine   fully   assembled   2nd     3rd   following   close   behind   gradatimferociter,Neutral,@JeffBezos,513,1538,Palestine,2017,3,6,13
273,kudos   palm   coast   stem new   record     tallest   self supporting   toy   tower   5k   pieces   14 1   tall   using   exclusive   toy     amazon   seller   qubits,Neutral,@amazonnews,39,322,Hungary,2017,3,4,22
274,  cool   7 year old   boy   starts     food   pantry     help   hungry   kids   amzn 2mf7kl1,Posiitve,@amazonnews,144,560,Guatemala,2017,3,1,15
275,congrats     casey   affleck       best   actor   win     earned   manchesterbythesea   oscars   amazonstudios   mbtsmovie,Posiitve,@JeffBezos,217,1059,Equatorial Guinea,2017,2,27,4
276,bravo     kenny   lonergan       well deserved   oscars   win     best   original   screenplay   amazonstudios   mbtsmovie,Posiitve,@JeffBezos,120,648,Italy,2017,2,27,4
277,thesalesman   takes   home     oscar     best   foreign   language   film   well   done   asghar   farhadi     team   amazonstudios   oscars,Posiitve,@JeffBezos,514,1867,Saudi Arabia,2017,2,27,3
278,excited     share     urban   campus       terrific   organization   farestart,Posiitve,@JeffBezos,162,793,France,2017,2,19,0
279,love     story   wave3 com story 34498260 4 c       1     4   couples     met     amazon   fc     ky   love         air   happy   valentine   day,Posiitve,@JeffBezos,92,689,Mali,2017,2,14,19
280,      nypost   article     anybody   knows       get   20   margins     groceries   call    ,Neutral,@JeffBezos,383,1708,Syria,2017,2,7,22
281,nypost   whoever     anonymous   sources         story   nypost com 2017 02 05 inside       mixed       meds,Neutral,@JeffBezos,392,994,El Salvador,2017,2,7,19
282,buzz   aldrin   dropped     blue   origin   hq     say   hi       team   yesterday   thanks   therealbuzz,Neutral,@JeffBezos,363,1746,Mexico,2017,2,2,17
283,asghar   farhadi   amazonstudios   understands     supports     decision       attend     oscars,Posiitve,@RoyPrice,115,422,Egypt,2017,1,30,16
284,  agree     need     superhighway     space   salon com 2017 01 05 cas,Neutral,@JeffBezos,365,990,Norway,2017,1,5,19
285,first ever   amazonprimeair   customer   delivery         books   13   min click     delivery   check       video   amzn primeair,Neutral,@JeffBezos,5427,6760,Venezuela,2016,12,14,13
286,  spheres   first   snow   thanks   macolors       great   pic,Posiitve,@JeffBezos,359,1259,Latvia,2016,12,9,23
287,thank     john   glenn   godspeed,Posiitve,@JeffBezos,345,1485,Poland,2016,12,8,21
288,late   late   show   jkcorden     amazon   go       funny   https piped video watch v hkmwfp8_dcs,Posiitve,@JeffBezos,163,631,Belgium,2016,12,8,6
289,  proud       brother   bit ly 2gzmhkv         ted   talk   bit ly obsdu6,Posiitve,@JeffBezos,151,681,Serbia,2016,12,1,20
290,love     tv   commercial     amazon   prime     proud       ad   team   https piped video ouu6lggiwsc,Posiitve,@JeffBezos,1536,2738,Ghana,2016,11,17,19
291,long   wait       clarkson   hammond   may     back   thegrandtour   premieres   tonight     uk   us   de   jp     globally     dec,Neutral,@JeffBezos,2647,6927,"Korea, South",2016,11,17,16
292,congratulations     realdonaldtrump       one   give         open   mind     wish     great   success       service       country,Posiitve,@JeffBezos,1535,4381,Spain,2016,11,10,15
293,huffingtonpost com entry ama,Neutral,@JeffBezos,140,632,South Africa,2016,10,30,15
294,visiting   raisbeck   aviation   high   school   today       inspiring       awesome   students,Posiitve,@JeffBezos,74,421,Japan,2016,10,21,23
295,stenciling     7th     final   tortoise   onto     hardy     stalwart   new   shepard   capsule   gradatimferociter,Neutral,@JeffBezos,184,838,Romania,2016,10,10,20
296,steering     violent   maxq   escape   forces       residual   capability     explicitly   engineered         robust   booster   inflightescape,Neutral,@JeffBezos,83,472,Indonesia,2016,10,6,17
297,  escape   vid     slow   mo   inflightescape   https piped video _zwkvm7hph8,Neutral,@JeffBezos,164,450,Syria,2016,10,6,17
298,reflecting       incredible   day   toasting     800       passionate   brilliant   folks     blue   origin   inflightescape   gradatimferociter,Posiitve,@JeffBezos,206,1291,Dominican Republic,2016,10,6,3
299,moment     separation   inflightescape   gradatimferociter,Neutral,@blueorigin,288,840,Jamaica,2016,10,5,19
300,    one   hell       booster   inflightescape   gradatimferociter   https vine co v 56lbwlwji7a,Neutral,@JeffBezos,2217,4135,Serbia,2016,10,5,18
301,everything   looking   good     morning     inflightescape   live   webcast     10 45     et   gradatimferociter,Posiitve,@blueorigin,150,365,Georgia,2016,10,5,12
302,weather   go     tomorrow   new   shepard   inflightescape   test   webcast     wednesday   10 45     et   gradatimferociter,Neutral,@blueorigin,153,258,Austria,2016,10,3,19
303,        details       escape   test   tinyurl com jcz3r7l   gradatimferociter,Neutral,@JeffBezos,106,330,Bulgaria,2016,9,29,13
304,dramatic   new   shepard   inflightescape   test   tuesday   oct   4   live   webcast   starts     10 50     et     blueorigin com   gradatimferociter,Neutral,@blueorigin,183,351,New Zealand,2016,9,29,13
305,      newglenn   descent   configuration   gradatimferociter,Neutral,@JeffBezos,290,786,Croatia,2016,9,26,10
306,exciting   results     3   weeks     wind   tunnel   testing     newglenn     transonic     supersonic   speeds   validated     cfd,Posiitve,@JeffBezos,329,960,Kenya,2016,9,26,10
307,thanks   therealbuzz     heinleinprize         fun   night,Posiitve,@JeffBezos,51,322,Croatia,2016,9,15,23
308,blue   origin   next   step meet   new   glenn   newglenn   gradatimferociter,Neutral,@JeffBezos,1245,2234,Thailand,2016,9,12,13
309,matteorenzi   excited     announce   amazon   artificial   intelligence     machine   learning   center     turin   bit ly 29rtzj3,Posiitve,@JeffBezos,675,1164,Laos,2016,7,22,14
310,grazie   matteorenzi     wonderful   conversation     palazzo   vecchio,Posiitve,@JeffBezos,225,595,Madagascar,2016,7,22,14
311,cool   new   project     smithsonian     autodesk   lets     virtually   explore   apollo   11   command   module   3d si edu apollo11cm,Posiitve,@JeffBezos,170,424,Equatorial Guinea,2016,7,21,15
312,bucket   list   cast   crew     justin   lin   trailingjohnson     amazing   startrekbeyond   https vine co v 5z21ywelqzr,Posiitve,@JeffBezos,349,1058,Italy,2016,7,20,16
313,trailingjohnson   amazing   experience   thank  ,Posiitve,@JeffBezos,53,252,Cyprus,2016,7,20,16
314,careful   engineering   plus     course       lucky   boots   successful   mission   rocketsreused   gradatimferociter,Posiitve,@JeffBezos,189,820,Syria,2016,6,19,15
315,loading   propellants   looking   good       morning   launch   gradatimferociter,Posiitve,@JeffBezos,106,340,Nepal,2016,6,19,13
316,thanks   virgingalactic     agree   space   needs       us   gradatimferociter,Neutral,@JeffBezos,133,518,Pakistan,2016,6,19,0
317,    course     development   test   flight     anything     happen   gradatimferociter,Neutral,@JeffBezos,45,205,Poland,2016,6,17,13
318,look     one chute   test   starting     7   minutes     flight     continue   pushing   envelope     booster   gradatimferociter,Neutral,@JeffBezos,71,230,Belize,2016,6,17,13
319,watching     rocket   launch     rocket   landing   might   add     little   extra   fun   w   kids     father   day   gradatimferociter,Posiitve,@JeffBezos,78,294,Czech Republic,2016,6,17,13
320,new   shepard   launch   set     sunday     10 15     et   live   webcast   starts     9 45     et     blueorigin com   gradatimferociter,Neutral,@JeffBezos,292,418,Equatorial Guinea,2016,6,17,13
321,replacing   leaking   ring     capsule   nitrogen   gas   pressurization   system   rescheduling   flight     sunday   gradatimferociter,Neutral,@JeffBezos,111,318,Nicaragua,2016,6,16,13
322,flight     test   one chute   failure   scenario     push   envelope     booster   maneuvers   gradatimferociter,Neutral,@JeffBezos,134,468,Argentina,2016,6,13,13
323,trying     4th   flight       hardware     friday   live   webcast     blueorigin com   gradatimferociter,Neutral,@JeffBezos,341,751,United States,2016,6,13,13
324,interested       careerchoice   program   jeffbezos   mentioned     recode   codecon   dm       find         amazon com careerchoice,Neutral,@garciajm3D,61,200,Israel,2016,6,1,2
325,landing   sequence   caught       gh2   vent   cam   watch     gear   deployment       shadow   gradatimferociter   https piped video watch v jnppdhyd8jo,Neutral,@JeffBezos,237,537,Mexico,2016,5,9,21
326,thank     flotus             joiningforces     excited     add   25k     amazon   warriors       ranks   https www amazon com p feature ch9nzgzhrjh59ty joiningforces,Posiitve,@JeffBezos,110,341,Ecuador,2016,5,5,20
327,ridiculously   cute   alexa,Posiitve,@JeffBezos,66,316,Switzerland,2016,4,29,22
328,champagne   cracked       newsroom   today   congratulations       washingtonpost     pulitzers,Posiitve,@JeffBezos,94,397,Netherlands,2016,4,19,2
329,  counseled     many     wisdom     warmth       remembered   rest     peace   bill   campbell,Posiitve,@JeffBezos,114,422,Namibia,2016,4,18,22
330,thank       congrats       friends     colleagues   jeff     andy       well   deserved   amzn 1s0t5gm,Posiitve,@JeffBezos,159,478,Indonesia,2016,4,7,23
331,heads     readers     new   top       line   kindle   almost   ready   8th   generation   details   next   week,Neutral,@JeffBezos,990,1440,France,2016,4,4,16
332,video     yesterday   flight     live   bit ly 1y9cqbm   great   view     dramatic   booster   deceleration,Posiitve,@JeffBezos,623,898,Greece,2016,4,3,21
333,  share   mission   video   including   aerial     soon       able     get     processed gradatimferociter   blueorigin,Neutral,@JeffBezos,112,359,Luxembourg,2016,4,2,15
334,  gradatim   ferociter   boots   gift       friend       brought   luck   today   launchlandrepeat   blueorigin,Neutral,@JeffBezos,68,364,Ukraine,2016,4,2,15
335,cc   touchdown   confirmed   launchlandrepeat   blueorigin,Neutral,@JeffBezos,199,482,Qatar,2016,4,2,15
336,flawless   3   restart     perfect   booster   landing   cc   chutes   deployed   blueorigin,Posiitve,@JeffBezos,270,535,Zimbabwe,2016,4,2,15
337,liftoff     new   shepard     climbing     apogee   blueorigin,Neutral,@JeffBezos,102,268,Thailand,2016,4,2,15
338,crew   capsule     locked     ready     flt   tortoises   mark   successful   cc   missions   launchlandrepeat   blueorigin,Neutral,@JeffBezos,134,362,New Zealand,2016,4,2,14
339,readying   crew   capsule     flt   clear   skies     tx   tracking     morning   launch   launchlandrepeat   blueorigin,Neutral,@JeffBezos,123,364,Zimbabwe,2016,4,2,14
340,two   university   microgravity   experiments     tomorrow   blueorigin   flight   short   vids   bit ly 22wxadk   bit ly 25bc5bv,Neutral,@JeffBezos,91,230,Guinea,2016,4,1,22
341,    drone   cameras       air     hopefully     get   good   aerial   footage     share   launchlandrepeat   blueorigin,Posiitve,@JeffBezos,90,270,South Africa,2016,4,1,19
342,also     new     efficient   rcs   algorithm       crew   capsule   big   performance   win       works   launchlandrepeat   blueorigin,Posiitve,@JeffBezos,50,197,Zambia,2016,4,1,19
343,pushing     envelope   restarting   3   fast     high   thrust     3600   ft     ground   impact     6   sec     engine     restart     ramp   fast,Neutral,@JeffBezos,68,236,Papua New Guinea,2016,4,1,19
344,working     fly     tomorrow     vehicle   third   time   launchlandrepeat   blueorigin,Neutral,@JeffBezos,292,654,Netherlands,2016,4,1,19
345,got     little   help     amazon   robotics     stage   today       hands     seattle     https vine co v ijadiepixrd,Neutral,@JeffBezos,295,731,Colombia,2016,4,1,0
346,ok           hilarious   echo   video   yet   bit ly 1rpzmtf,Posiitve,@JeffBezos,144,397,Panama,2016,3,29,21
347,james   hamilton   retrospective     10   years     aws     excellent   bit ly 1v82uth   kudos     congrats       whole   team,Posiitve,@JeffBezos,230,482,Poland,2016,3,15,2
348,marty   piece   today       inspiring   thank     postbaron   badassreporting,Posiitve,@JeffBezos,52,209,South Africa,2016,2,24,20
349,hope   somewhere     space time   einstein     seeing     wapo st 20owplg   ligo,Neutral,@JeffBezos,313,658,Panama,2016,2,11,18
350,mr   prime   minister   matteorenzi         proud     diego   great     italy   kudos       amzn 1xji2d0,Posiitve,@JeffBezos,671,757,Taiwan,2016,2,10,21
351,nice   blue   origin   team     nominated     time honored   aviation   award     collier   trophy       nominees     bit ly 1kw4sok,Posiitve,@JeffBezos,87,309,Ukraine,2016,2,3,20
352,    used   rocket   fly   video         technical   details     blueorigin com news   bit ly 1s0rx1t,Neutral,@JeffBezos,677,997,Austria,2016,1,23,3
353,impressive   launch     spacex     soon   make   falcon   9   landings   routine       good     space   kudos   spacex,Posiitve,@JeffBezos,509,1724,Philippines,2016,1,17,20
354,believe         ever   tossed       foreign   prison     want   fred   ryan     marty   baron       team   working     get       jasonisfree,Neutral,@JeffBezos,267,661,El Salvador,2016,1,17,14
355,wheels           iranian   airspace   jason   yegi     mary   aboard   doug   jehl     ali   rezaian   worked   tirelessly       jasonisfree,Neutral,@JeffBezos,262,615,Japan,2016,1,17,14
356,  yegi       plane   jasonisfree,Neutral,@JeffBezos,47,209,South Africa,2016,1,16,17
357,grail   risky       works   big   breakthrough     broad   spectrum   early   cancer   detection   brilliant   scientists   bit ly 1ratrfl,Posiitve,@JeffBezos,145,348,Pakistan,2016,1,12,19
358,congrats   spacex     landing   falcon   suborbital   booster   stage    welcome       club,Posiitve,@JeffBezos,1218,2478,United States,2015,12,22,1
359,finally   trashed     realdonaldtrump     still   reserve       seat       blue   origin   rocket   senddonaldtospace   bit ly 1opyw5n,Neutral,@JeffBezos,6748,8753,Thailand,2015,12,7,23
360,  400     happy   rocket   scientists   look   like   bit ly 1lrcpaj,Posiitve,@JeffBezos,457,839,France,2015,12,3,16
361,breakthrough   energy   coalition         box     way         invent     way     thx     billgates     pulling     together,Neutral,@JeffBezos,224,577,Cuba,2015,11,30,22
362,  rarest     beasts       used   rocket   controlled   landing     easy     done   right     look   easy   check     video   bit ly 1opyw5n,Posiitve,@JeffBezos,5461,5394,China,2015,11,24,11
